Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Passes_TerçoFinal_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Passes_TerçoFinal_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil
16,0.737101,0.313856,0.829671,0.3224,0.086142,0.0,0.13879,0.246591,0.200841,0.227799,0.0,0.658663,Raniele,Corinthians,Corinthians,"RDMF, DMF, LDMF",RDMF,7,27,3500000,2028-12-31,23,1972,Brazil,Brazil,right,184,78,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.659,17,44,61,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,3.0,20,3,33,41,44,31.0,23,26,31.5,44,93,54,93,25,6,0,29,47,40,28,0
17,0.339066,0.301932,0.180232,0.69537,1.0,0.475851,0.320285,0.502084,0.682916,0.698842,0.58956,0.655949,Matheus Rossetto,Fortaleza,Fortaleza,"LDMF, RCMF, LCMF",LDMF,7,28,1500000,2024-12-31,11,746,Brazil,"Brazil, Italy",right,180,75,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.656,18,44,59,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,27.0,22,32,9,1,12,15.0,11,7,5.0,8,38,50,27,79,97,72,65,75,84,88,81
18,0.321867,0.154945,0.486578,0.712547,0.503806,0.37294,0.02847,0.121028,0.016708,0.389961,0.342236,0.637901,J. Sforza,Vasco da Gama,Vasco da Gama,"DMF, LCMF, LDMF",DMF,7,22,4500000,2028-12-31,18,1066,Argentina,"Argentina, Italy",left,179,71,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.638,19,44,56,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,29.0,34,9,6,23,20,40.0,34,42,17.0,22,34,22,79,86,47,54,9,22,4,61,50
19,0.223587,0.173036,0.178805,1.0,0.713661,0.543616,0.338078,0.554098,0.370142,0.301158,0.605347,0.632633,Alisson,São Paulo,São Paulo,"RDMF, RCMF, LDMF",RDMF,7,31,2000000,2024-12-31,16,1500,Brazil,Brazil,right,174,73,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.633,20,44,54,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,36.0,32,33,1,8,6,11.5,8,17,25.0,6,18,27,25,97,81,86,73,81,61,43,86
20,0.164619,0.082474,0.59993,0.540772,0.601433,0.499804,0.163701,0.092096,0.192782,0.428571,0.334419,0.620676,Léo Ortiz,Flamengo,Flamengo,"RDMF, RCB, RCMF",RDMF,7,28,8000000,2028-12-31,16,1216,Brazil,Brazil,right,185,82,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.621,21,44,52,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,38.0,40,6,16,16,10,28.0,37,27,15.0,23,13,9,86,63,63,77,36,15,38,65,47
21,1.0,1.0,0.425725,0.300379,0.123076,0.086133,0.131673,0.243351,0.250206,0.181467,0.101189,0.592206,Lucas Sasha,Fortaleza,Fortaleza,"RDMF, RCMF, LDMF",RDMF,7,34,400000,2025-12-31,20,1344,Brazil,"Brazil, Italy",right,177,67,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.592,22,44,50,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,1.0,1,15,35,38,41,32.0,24,23,39.0,40,97,97,65,20,13,6,27,45,47,11,9
22,0.441032,0.248563,0.13848,0.809794,0.598469,0.530098,0.142349,0.059928,0.069402,0.19305,0.447721,0.584437,Raul,Red Bull Bragantino,Red Bull Bragantino,"DMF, RDMF, LCMF",DMF,7,28,1500000,2024-12-31,17,1081,Brazil,Brazil,right,180,73,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.584,23,44,47,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,21.5,26,39,3,19,8,30.0,39,37,35.5,13,51,40,11,93,56,81,31,11,15,19,70
23,0.574939,0.592362,0.157947,0.439419,0.630995,0.341045,0.480427,0.140345,0.523725,0.741313,0.59547,0.5785,Du Queiroz,Grêmio,Grêmio,"RDMF, RCMF, AMF",RDMF,7,24,3000000,2028-06-30,14,657,Brazil,Brazil,right,171,65,yes,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.579,24,44,45,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,9.5,3,38,22,13,24,6.0,32,10,4.0,7,78,93,13,50,70,45,86,27,77,90,84
24,0.584767,0.47553,0.229912,0.514173,0.456309,0.329026,0.234875,0.139111,0.28101,0.505792,0.496856,0.56915,Allan,Flamengo,Flamengo,"LDMF, RDMF, LCMF",LDMF,7,27,6000000,2027-12-31,19,1241,Brazil,Brazil,left,172,74,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.569,25,44,43,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,8.0,8,28,17,26,26,18.5,33,21,10.0,11,81,81,36,61,40,40,57,25,52,77,75
25,0.242015,0.348096,0.038517,0.571642,0.946241,0.484626,0.323843,0.456523,0.294708,1.0,0.735544,0.521355,Caio Alexandre,Bahia,Bahia,DMF,DMF,7,25,6500000,2028-12-31,24,2087,Brazil,Brazil,right,175,68,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.521,26,44,40,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,35.0,16,42,15,2,11,14.0,15,20,1.0,4,20,63,4,65,95,75,68,65,54,97,90
26,0.336609,0.338128,0.46191,0.299557,0.306357,0.351188,0.348754,0.243016,0.105905,0.30888,0.254445,0.506923,Bruno Henrique,Internacional,Internacional,"RDMF, RAMF, LCMF",RDMF,7,34,500000,2025-12-31,22,1463,Brazil,"Brazil, Italy",right,180,75,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.507,27,44,38,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,28.0,18,12,36,35,22,10.0,25,34,24.0,32,36,59,72,18,20,50,77,43,22,45,27
27,0.373464,0.216839,0.329041,0.488977,0.337261,0.43866,0.042705,0.078997,0.039667,0.185328,0.350572,0.48878,Lucas Kal,Al Riyadh,Atlético GO,"DMF, RDMF",DMF,7,28,1400000,2025-05-30,17,1302,Brazil,"Brazil, Italy",right,186,78,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.489,28,44,36,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,24.0,27,21,19,32,17,39.0,38,39,38.0,21,45,38,52,56,27,61,11,13,11,13,52
28,0.246929,0.205141,0.245055,0.675162,0.379701,0.443411,0.227758,0.471176,0.300353,0.413127,0.363032,0.48277,Breno Bidon,Corinthians U20,Corinthians,"RDMF, LDMF, LCMF",RDMF,7,19,0,,17,1178,Brazil,Brazil,left,174,70,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.483,29,44,34,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,34.0,29,26,11,31,16,20.0,14,19,16.0,18,22,34,40,75,29,63,54,68,56,63,59
29,0.371007,0.309896,0.592006,0.284986,0.108802,0.180683,0.014235,0.260312,0.150783,0.274131,0.215858,0.47701,Lucas Mineiro,Cuiabá,Cuiabá,"DMF, RDMF, LDMF",DMF,7,28,1400000,2026-12-31,21,1899,Brazil,Brazil,left,188,80,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.477,30,44,31,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,25.0,21,7,39,39,35,41.5,22,32,29.0,35,43,52,84,11,11,20,5,50,27,34,20
30,0.517199,0.408522,0.456224,0.0,0.584533,0.117904,0.0,0.38103,0.181215,0.3861,0.090925,0.475233,Rezende,Bahia,Bahia,"DMF, LCB, RCMF",DMF,7,29,800000,2025-12-31,16,633,Brazil,Brazil,left,186,84,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.475,31,44,29,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,12.0,12,13,44,20,40,43.5,17,29,18.0,41,72,72,70,0,54,9,1,61,34,59,6
31,0.571253,0.444775,0.309189,0.288985,0.407534,0.170647,0.174377,0.591215,0.420776,0.332046,0.258375,0.468301,Caíque,Juventude,Juventude,"LDMF, LCMF",LDMF,7,28,500000,2024-12-31,17,1570,Brazil,Brazil,right,178,72,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.468,32,44,27,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,11.0,10,22,38,29,36,27.0,6,15,21.0,30,75,77,50,13,34,18,38,86,65,52,31
32,0.304668,0.39886,0.372435,0.492701,0.086298,0.265536,0.437722,0.564223,0.723576,0.528958,0.257809,0.398017,Zé Rafael,Palmeiras,Palmeiras,"LDMF, LCMF",LDMF,7,31,4500000,2026-12-31,13,923,Brazil,"Brazil, Italy",right,175,71,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.398,33,44,25,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,30.0,14,18,18,40,31,8.0,7,4,7.0,31,31,68,59,59,9,29,81,84,90,84,29
33,0.202703,0.184397,0.1831,0.375842,0.737882,0.51819,0.19573,0.283241,0.10346,0.281853,0.502067,0.363709,Luiz Gustavo,São Paulo,São Paulo,"LDMF, DMF",LDMF,7,37,350000,2024-12-31,17,1473,Brazil,"Brazil, Germany",left,186,77,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.364,34,44,22,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,37.0,31,31,28,6,9,24.0,20,35,27.5,10,15,29,29,36,86,79,45,54,20,37,77
34,0.496314,0.373506,0.082311,0.398024,0.44379,0.313305,0.316726,0.487116,0.372409,0.19305,0.247915,0.358982,Jádson,Juventude,Juventude,"RDMF, RCMF",RDMF,7,31,1000000,2025-12-31,21,1981,Brazil,Brazil,right,171,67,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.359,35,44,20,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,15.0,15,41,27,27,29,16.0,13,16,35.5,33,65,65,6,38,38,34,63,70,63,19,25
35,0.248157,0.299019,0.012404,0.367937,0.693135,0.541547,0.19573,0.044891,0.157151,0.189189,0.494543,0.346952,D. Bobadilla,São Paulo,São Paulo,"RDMF, RCMF",RDMF,7,23,2500000,2027-12-31,14,920,Paraguay,Paraguay,right,181,73,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.347,36,44,18,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,33.0,24,43,29,10,7,24.0,43,30,37.0,12,25,45,2,34,77,84,45,2,31,15,72
36,0.157248,0.093432,0.270866,0.707481,0.331141,0.306484,0.33452,0.236812,0.437616,0.104247,0.299318,0.308974,Filipe Machado,Vitória,Vitória,"DMF, LCMF, LDMF",DMF,7,28,1000000,2026-12-31,13,655,Brazil,Brazil,right,174,61,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.309,37,44,15,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,39.0,39,25,8,33,30,13.0,26,13,42.0,26,11,11,43,81,25,31,70,40,70,4,40
37,0.441032,0.507677,0.1788,0.205557,0.326094,0.214082,0.701068,0.675373,1.0,0.46332,0.180565,0.274405,Alexsander,Fluminense,Fluminense,"LDMF, LCMF, RCMF",LDMF,7,21,0,,15,899,Brazil,Brazil,left,177,67,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.274,38,44,13,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,21.5,7,34,42,34,33,3.0,4,1,12.0,37,51,84,22,4,22,25,93,90,97,72,15
38,0.448403,0.10683,0.0,0.196181,0.59941,0.32827,0.106762,0.282955,0.11676,0.281853,0.18151,0.209918,Higor Meritão,Criciúma,Criciúma,"DMF, LCMF, LDMF",DMF,7,30,1300000,2024-12-31,16,1104,Brazil,Brazil,left,186,85,yes,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.21,39,44,11,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,19.0,38,44,43,18,27,35.0,21,33,27.5,36,56,13,0,2,59,38,20,52,25,37,18
39,0.065111,0.0,0.401803,0.330754,0.08111,0.033954,0.014235,0.104225,0.080969,0.050193,0.002507,0.1835,Luan Silva,Vitória,Vitória,"DMF, RCMF",DMF,7,25,2000000,2026-12-31,19,1339,Brazil,Brazil,right,175,81,yes,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.183,40,44,9,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,41.0,44,16,31,42,42,41.5,36,36,43.0,43,6,0,63,29,4,4,5,18,18,2,2
40,0.257985,0.118026,0.188007,0.415195,0.705274,0.183394,0.252669,0.452273,0.440829,0.359073,0.231963,0.167965,Martinelli,Fluminense,Fluminense,"RDMF, LCB, LDMF",RDMF,7,22,9000000,2026-12-31,20,1734,Brazil,"Brazil, Italy",right,177,75,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.168,41,44,6,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,32.0,36,30,25,9,34,17.0,16,12,20.0,34,27,18,31,43,79,22,61,63,72,54,22
41,0.353808,0.150463,0.115682,0.289051,0.691973,0.146969,0.192171,0.750704,0.531799,0.23166,0.381028,0.147553,André,Fluminense,Fluminense,"LDMF, RDMF, RCMF",LDMF,7,23,25000000,2026-12-31,12,1208,Brazil,Brazil,right,176,77,no,BRA1,Testing,2024,Primeiro Volante Equilibrado,0.148,42,44,4,0.403256,0.308853,0.350685,0.482056,0.491731,0.367236,0.264882,0.331991,0.319362,0.36855,0.36294,26.0,35,40,37,11,38,26.0,3,9,30.0,16,40,20,9,15,75,13,40,93,79,31,63
