Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Passes_Inteligentes_Certos_LM,Passes_EntreLinhas_Certos_LM,Passes_Chave_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_Inteligentes_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Passes_Chave_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_Inteligentes_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Passes_Chave_Percentil
12,0.392665,0.473747,0.422613,0.487073,0.585768,0.307692,0.753087,0.583326,0.225806,0.622951,0.768229,0.493333,0.07,0.726398,Helinho,Red Bull Bragantino,Red Bull Bragantino,"RW, RAMF, RWF",RW,10,24,7000000,2028-12-31,17,1218,Brazil,Brazil,left,175,66,no,BRA1,Testing,2024,Extremo Organizador,0.726,13,58,77,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,11.0,20,16,23,15,32.0,8,5.0,32.5,14.5,4.0,13.0,52.0,81,65,72,60,74,44,86,91,43,75,93,77,10
13,0.811735,0.540531,0.603239,0.36181,0.172273,0.435897,0.842824,0.176462,0.193548,0.590164,0.486135,0.475,0.42,0.724145,Nikão,Athletico Paranaense,Athletico Paranaense,"RAMF, RW",RAMF,10,32,1000000,2024-12-31,15,948,Brazil,Brazil,left,174,73,yes,BRA1,Testing,2024,Extremo Organizador,0.724,14,58,75,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,3.0,17,4,36,50,18.5,3,43.0,38.0,19.0,17.0,14.5,14.5,94,70,93,37,13,68,94,25,34,67,70,75,75
14,0.251095,0.357193,0.302244,0.690185,0.719339,0.153846,0.170302,0.0,0.322581,0.349727,0.0,0.0,0.27,0.71578,Marquinhos,Fluminense,Fluminense,"RAMF, RB",RAMF,10,21,7000000,2027-06-30,15,1283,Brazil,Brazil,left,175,67,yes,BRA1,Testing,2024,Extremo Organizador,0.716,15,58,74,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,30.0,31,29,9,7,54.5,53,54.0,24.0,36.0,51.5,52.5,27.0,48,46,50,84,87,6,8,6,58,37,11,9,53
15,0.08021,0.084232,0.259624,0.733635,0.67455,0.435897,0.349048,0.249992,0.580645,0.655738,0.0,0.0,0.41,0.715778,Zé Hugo,Vitória,Vitória,"RW, LW",RW,10,24,400000,2024-12-31,18,644,Brazil,Brazil,right,178,70,no,BRA1,Testing,2024,Extremo Organizador,0.716,16,58,72,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,46.0,49,37,7,9,18.5,38,29.5,8.5,11.0,51.5,52.5,16.5,20,15,36,87,84,68,34,49,85,81,11,9,71
16,0.372418,0.091425,0.148685,0.721488,0.595034,0.179487,0.332066,0.0,0.451613,0.551913,0.0,0.0,0.79,0.695842,Marinho,Fortaleza,Fortaleza,"RW, RAMF, RWF",RW,10,34,600000,2025-12-31,13,667,Brazil,Brazil,left,169,65,no,BRA1,Testing,2024,Extremo Organizador,0.696,17,58,70,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,14.0,47,50,8,14,52.0,39,54.0,13.5,22.0,51.5,52.5,5.0,75,18,13,86,75,10,32,6,76,62,11,9,91
17,0.261924,0.376597,0.323395,0.61798,0.434241,0.230769,0.268796,0.0,0.419355,0.513661,0.598958,0.194425,0.78,0.686647,Allano,Criciúma,Criciúma,"RW, CF, RAMF",RW,10,29,300000,2024-12-31,15,773,Brazil,Brazil,left,182,74,yes,BRA1,Testing,2024,Extremo Organizador,0.687,18,58,68,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,28.0,29,27,11,24,45.0,41,54.0,17.0,23.0,9.0,30.0,6.0,51,50,53,81,58,22,29,6,70,60,84,48,89
18,0.380255,0.41097,0.448853,0.387141,0.527627,0.25641,0.682709,0.260883,0.064516,0.333333,0.221354,0.573333,0.2,0.645515,Vitinho,Red Bull Bragantino,Red Bull Bragantino,"LAMF, LW, LWF",LAMF,10,25,7000000,2026-06-30,18,1039,Brazil,Brazil,right,181,75,no,BRA1,Testing,2024,Extremo Organizador,0.646,19,58,67,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,12.0,22,14,31,18,40.0,11,28.0,53.5,38.0,34.0,6.0,34.5,79,62,75,46,68,31,81,51,7,34,41,89,40
19,0.305123,0.740194,0.457557,0.302038,0.419953,0.435897,0.525513,0.136351,0.419355,0.387978,1.0,0.795375,0.42,0.628911,C. Pavón,Grêmio,Grêmio,"RW, RAMF",RW,10,28,4500000,2026-12-31,14,940,Argentina,"Argentina, Italy",right,174,70,no,BRA1,Testing,2024,Extremo Organizador,0.629,20,58,65,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,17.0,9,13,45,27,18.5,22,46.5,17.0,34.0,1.0,3.0,14.5,70,84,77,22,53,68,62,19,70,41,98,94,75
20,0.263314,0.015554,0.155878,0.532229,0.621146,0.820513,0.757792,0.300003,0.258065,0.595628,0.338542,0.433333,0.63,0.619756,Moisés,Fortaleza,Fortaleza,"LAMF, LW, LCMF",LAMF,10,28,1500000,2027-12-31,16,693,Brazil,Brazil,right,177,80,no,BRA1,Testing,2024,Extremo Organizador,0.62,21,58,63,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,26.0,57,47,16,11,2.0,7,25.5,29.5,18.0,21.5,18.0,7.0,55,1,18,72,81,96,87,56,49,68,62,68,87
21,0.048167,0.270176,0.3368,0.511993,0.614075,0.230769,0.281485,0.166682,0.193548,0.497268,0.507812,0.161095,0.04,0.619751,Keno,Fluminense,Fluminense,"LAMF, LW",LAMF,10,35,800000,2025-12-31,15,934,Brazil,Brazil,right,178,66,no,BRA1,Testing,2024,Extremo Organizador,0.62,22,58,62,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,52.0,35,25,18,13,45.0,40,44.0,38.0,24.0,13.0,33.0,54.0,10,39,56,68,77,22,31,24,34,58,77,43,6
22,0.797009,0.649191,0.584614,0.193398,0.149175,0.25641,0.21712,0.0,0.451613,0.704918,0.538221,0.508333,0.46,0.612408,Wellington Rato,São Paulo,São Paulo,"RAMF, RW",RAMF,10,32,1200000,2026-12-31,16,885,Brazil,Brazil,left,172,77,no,BRA1,Testing,2024,Extremo Organizador,0.612,23,58,60,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,4.0,13,5,53,51,40.0,47,54.0,13.5,9.0,12.0,11.0,11.0,93,77,91,8,12,31,18,6,76,84,79,81,81
23,0.436527,0.389223,0.27884,0.487647,0.524324,0.179487,0.605919,0.230762,0.612903,0.579235,0.28125,0.26664,0.33,0.601552,Luiz Araújo,Flamengo,Flamengo,"RAMF, RW, AMF",RAMF,10,28,4000000,2027-12-31,22,1673,Brazil,Brazil,left,175,70,no,BRA1,Testing,2024,Extremo Organizador,0.602,24,58,58,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,10.0,27,33,21,19,52.0,15,32.0,7.0,20.0,27.0,24.0,22.0,82,53,43,63,67,10,74,44,87,65,53,58,62
24,0.008593,0.516544,0.183387,0.616863,0.504163,0.461538,0.519386,0.200012,0.16129,0.437158,0.329878,0.211122,0.23,0.574897,J. Arias,Fluminense,Fluminense,"RW, LAMF, RAMF",RW,10,26,14000000,2026-06-30,14,1422,Colombia,Colombia,right,168,70,no,BRA1,Testing,2024,Extremo Organizador,0.575,25,58,56,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,57.0,18,46,12,20,14.0,23,39.5,43.0,30.0,24.0,29.0,30.5,1,68,20,79,65,75,60,31,25,48,58,50,47
25,0.06312,0.082542,0.131829,0.601727,0.617868,0.358974,0.383102,0.454565,0.225806,0.360656,0.130208,0.083333,0.4,0.556301,Luiz Henrique,Botafogo,Botafogo,"RAMF, RW",RAMF,10,23,12000000,2028-12-31,24,1805,Brazil,Brazil,left,182,77,no,BRA1,Testing,2024,Extremo Organizador,0.556,26,58,55,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,49.0,50,52,14,12,27.5,34,12.0,32.5,35.0,42.5,45.5,18.0,15,13,10,75,79,52,41,79,43,39,26,21,68
26,0.34767,0.896223,0.393535,0.487367,0.346003,0.102564,0.145924,0.136351,0.064516,0.218579,0.0,0.15453,0.13,0.551827,Gerson,Flamengo,Flamengo,"RAMF, LDMF, RW",RAMF,10,27,14000000,2027-12-31,24,1959,Brazil,Brazil,left,184,78,no,BRA1,Testing,2024,Extremo Organizador,0.552,27,58,53,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,15.0,3,19,22,32,57.0,55,46.5,53.5,44.5,51.5,35.0,44.5,74,94,67,62,44,1,5,19,7,23,11,39,23
27,0.03192,0.054687,0.095513,0.670263,0.62518,0.205128,0.253075,0.0,0.0,0.273224,0.147555,0.094435,0.13,0.545778,H. Mosquera,Red Bull Bragantino,Red Bull Bragantino,"LW, CF, LAMF",LW,10,22,0,,23,1609,Colombia,Colombia,right,175,68,no,BRA1,Testing,2024,Extremo Organizador,0.546,28,58,51,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,55.0,55,55,10,10,49.0,43,54.0,57.5,41.0,40.0,42.0,44.5,5,5,5,82,82,15,25,6,0,29,31,27,23
28,0.344344,0.388455,0.348266,0.385448,0.331478,0.538462,0.697029,0.285723,0.193548,0.398907,0.0,0.533333,0.17,0.532119,Lázaro,Palmeiras,Palmeiras,"LAMF, LWF, LWB",LAMF,10,22,3500000,2028-06-30,15,838,Brazil,Brazil,right,181,69,yes,BRA1,Testing,2024,Extremo Organizador,0.532,29,58,50,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,16.0,28,24,32,33,9.0,10,27.0,38.0,33.0,51.5,8.5,38.0,72,51,58,44,43,84,82,53,34,43,11,85,34
29,0.247517,0.575803,0.225856,0.499035,0.356746,0.230769,0.489018,0.342873,0.451613,0.469945,0.634766,0.24375,0.09,0.513985,Matheuzinho,Vitória,Vitória,"RW, AMF, RWF",RW,10,26,1500000,2025-12-31,23,1868,Brazil,Brazil,right,165,59,no,BRA1,Testing,2024,Extremo Organizador,0.514,30,58,48,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,32.0,15,42,19,31,45.0,25,22.5,13.5,27.0,6.0,26.0,49.5,44,74,27,67,46,22,56,61,76,53,89,55,14
30,0.252144,0.559152,0.418392,0.368645,0.206511,0.128205,0.192468,0.0,0.451613,0.480874,0.243031,0.316667,0.41,0.506965,Marquinhos Gabriel,Criciúma,Criciúma,"RW, AMF, LW",RW,10,34,400000,2024-12-31,19,959,Brazil,Brazil,left,174,70,no,BRA1,Testing,2024,Extremo Organizador,0.507,31,58,46,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,29.0,16,17,35,48,56.0,48,54.0,13.5,25.0,30.0,21.0,16.5,50,72,70,39,17,3,17,6,76,56,48,63,71
31,0.301321,0.846263,0.356865,0.304585,0.189878,0.410256,0.178846,0.0,0.354839,0.601093,0.625,1.0,0.45,0.506272,M. Araújo,São Paulo,São Paulo,"LAMF, LWB, LB",LAMF,10,27,1500000,2027-12-31,16,748,Uruguay,Uruguay,left,178,74,no,BRA1,Testing,2024,Extremo Organizador,0.506,32,58,44,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,19.0,5,23,44,49,22.5,52,54.0,20.5,16.5,7.0,1.0,12.0,67,91,60,24,15,61,10,6,64,71,87,98,79
32,0.182382,0.210815,0.217268,0.439413,0.576432,0.333333,0.583875,0.214292,0.032258,0.163934,0.338508,0.533333,0.24,0.500824,Arthur Gomes,Dinamo Moskva,Cruzeiro,LWF,LWF,11,26,3000000,2029-06-30,21,1399,Brazil,Brazil,right,174,69,no,BRA1,Testing,2024,Extremo Organizador,0.501,33,58,43,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,39.0,43,44,26,16,29.5,17,36.0,56.0,51.0,23.0,8.5,29.0,32,25,24,55,72,49,70,37,3,12,60,85,50
33,0.459112,0.514484,0.502614,0.025452,0.116119,0.461538,0.797682,0.413794,0.741935,1.0,0.351562,0.227755,1.0,0.489721,J. Savarino,Botafogo,Botafogo,"LW, LAMF, AMF",LW,10,27,5000000,2026-12-31,17,1325,Venezuela,"Venezuela, Italy",right,168,60,no,BRA1,Testing,2024,Extremo Organizador,0.49,34,58,41,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,8.0,19,10,56,53,14.0,5,16.0,3.0,1.0,19.0,27.0,1.0,86,67,82,3,8,75,91,72,94,98,67,53,98
34,0.610852,1.0,0.540942,0.046638,0.0,0.0,0.130379,0.0,0.096774,0.043716,0.312516,0.5,0.15,0.488564,Tchê Tchê,Botafogo,Botafogo,"LW, LCMF, LAMF",LW,10,32,1800000,2025-12-31,22,1491,Brazil,Brazil,right,175,66,no,BRA1,Testing,2024,Extremo Organizador,0.489,35,58,39,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,5.0,1,8,55,58,58.0,56,54.0,50.0,57.0,25.0,12.0,40.5,91,98,86,5,0,0,3,6,13,1,56,79,30
35,0.269611,0.824474,0.334456,0.342285,0.242602,0.25641,0.436414,0.249992,0.322581,0.57377,0.34724,0.444467,0.38,0.486805,Adson,Vasco da Gama,Vasco da Gama,"RAMF, RW, LAMF",RAMF,10,23,4500000,2027-12-31,20,1356,Brazil,Brazil,left,171,64,no,BRA1,Testing,2024,Extremo Organizador,0.487,36,58,37,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,22.0,6,26,39,42,40.0,31,29.5,24.0,21.0,20.0,17.0,19.0,62,89,55,32,27,31,46,49,58,63,65,70,67
36,0.544175,0.714257,0.444889,0.001496,0.047618,0.384615,0.22714,0.157892,0.548387,0.978142,0.607688,0.308733,0.31,0.482963,Shaylon,Atlético GO,Atlético GO,"RWF, RW, LCMF",RWF,11,27,2000000,2025-12-31,24,1941,Brazil,Brazil,left,178,70,no,BRA1,Testing,2024,Extremo Organizador,0.483,37,58,36,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,7.0,10,15,57,55,25.0,45,45.0,10.0,2.0,8.0,23.0,24.0,87,82,74,1,5,56,22,22,82,96,86,60,58
37,0.287411,0.604672,0.481964,0.202082,0.244859,0.205128,0.100946,0.214292,0.354839,0.726776,0.169271,0.108333,0.18,0.462959,A. Cruz,Atlético GO,Atlético GO,"LWF, LW, LB",LWF,11,24,700000,2024-12-31,24,1347,Uruguay,Uruguay,left,170,67,no,BRA1,Testing,2024,Extremo Organizador,0.463,38,58,34,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,20.0,14,12,50,41,49.0,57,36.0,20.5,7.0,37.5,40.0,36.5,65,75,79,13,29,15,1,37,64,87,35,31,37
38,0.11561,0.25145,0.228897,0.338648,0.308485,1.0,0.643156,0.545465,1.0,0.743169,0.890625,0.566667,0.87,0.441683,Biel,Bahia,Bahia,"LW, LWF, CF",LW,10,23,4000000,2029-12-31,20,795,Brazil,Brazil,right,170,62,no,BRA1,Testing,2024,Extremo Organizador,0.442,39,58,32,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,42.0,36,41,40,36,1.0,13,7.0,1.0,6.0,3.0,7.0,4.0,27,37,29,31,37,98,77,87,98,89,94,87,93
